,open,high,low,close,volume,datetime
85,42.4275,42.86,42.3725,42.7325,75891304,1550556000000
86,42.7975,43.33,42.7475,43.0075,104457448,1550642400000
87,42.95,43.0925,42.575,42.765,68998680,1550728800000
88,42.895,43.25,42.845,43.2425,75652616,1550815200000
89,43.54,43.9675,43.4875,43.5575,87493432,1551074400000
90,43.4275,43.825,43.2933,43.5825,68280844,1551160800000
91,43.3025,43.75,43.1825,43.7175,111341556,1551247200000
92,43.58,43.7275,43.23,43.2875,112861664,1551333600000
93,43.57,43.7875,43.2225,43.7425,103544668,1551420000000
94,43.9225,44.4375,43.4925,43.9625,109744812,1551679200000
95,43.985,44.0,43.635,43.8825,78949676,1551765600000
96,43.6675,43.8725,43.485,43.63,83241536,1551852000000
97,43.4675,43.61,43.005,43.125,99185496,1551938400000
98,42.58,43.2675,42.375,43.2275,95997432,1552024800000
99,43.8725,44.78,43.8375,44.725,128044136,1552280400000
100,45.0,45.6675,44.8425,45.2275,129870336,1552366800000
101,45.5625,45.825,45.23,45.4275,124130096,1552453200000
102,45.975,46.025,45.64,45.9325,94318032,1552539600000
103,46.2125,46.8325,45.935,46.53,156171648,1552626000000
104,46.45,47.0975,46.4475,47.005,104879328,1552885200000
105,47.0875,47.2475,46.48,46.6325,126585476,1552971600000
106,46.5575,47.3725,46.1825,47.04,124140924,1553058000000
107,47.505,49.0825,47.4525,48.7725,204136948,1553144400000
108,48.835,49.4225,47.695,47.7625,169546952,1553230800000
109,47.8775,47.995,46.65,47.185,175381172,1553490000000
110,47.916,48.22,46.145,46.6975,199202152,1553576400000
111,47.1875,47.44,46.6375,47.1175,119393708,1553662800000
112,47.2375,47.38975,46.8825,47.18,83121452,1553749200000
113,47.4575,47.52,47.135,47.4875,94255844,1553835600000
114,47.91,47.92,47.095,47.81,111447856,1554094800000
115,47.7725,48.615,47.7625,48.505,91062928,1554181200000
116,48.3125,49.125,48.2875,48.8375,93087320,1554267600000
117,48.6975,49.0925,48.285,48.9225,76457100,1554354000000
118,49.1125,49.275,48.9825,49.25,74106576,1554440400000
119,49.105,50.0575,49.085,50.025,103526788,1554699600000
120,50.08,50.7125,49.8075,49.875,143072948,1554786000000
121,49.67,50.185,49.545,50.155,86781152,1554872400000
122,50.2125,50.25,49.610775,49.7375,83603232,1554958800000
123,49.8,50.035,49.0525,49.7175,111042672,1555045200000
124,49.645,49.9625,49.5025,49.8075,70146584,1555304400000
125,49.865,50.3425,49.64,49.8125,102785540,1555390800000
126,49.885,50.845,49.6525,50.7825,115627120,1555477200000
127,50.78,51.0375,50.63,50.965,96783064,1555563600000
128,50.7075,51.235,50.585,51.1325,77758180,1555909200000
129,51.1075,51.9375,50.975,51.87,93291964,1555995600000
130,51.84,52.12,51.7625,51.79,70162436,1556082000000
131,51.7075,51.94,51.28,51.32,74172824,1556168400000
132,51.225,51.25,50.53,51.075,74596408,1556254800000
133,51.1,51.4925,50.965,51.1525,88818864,1556514000000
134,50.765,50.85,49.7775,50.1675,186139692,1556600400000
135,52.47,53.8275,52.3075,52.63,259309312,1556686800000
136,52.46,53.1625,52.0325,52.2875,127985296,1556773200000
137,52.7225,52.96,52.5575,52.9375,83569512,1556859600000
138,51.0725,52.21,50.875,52.12,129772452,1557118800000
139,51.47,51.854375,50.20625,50.715,155054792,1557205200000
140,50.475,51.335,50.4375,50.725,105358016,1557291600000
141,50.1,50.42,49.165,50.18,139634428,1557378000000
142,49.35475,49.7125,48.1925,49.295,164834848,1557464400000
143,46.9275,47.37,45.7125,46.43,229722492,1557723600000
144,46.6025,47.425,46.3525,47.165,146118708,1557810000000
145,46.5675,47.9375,46.505,47.73,106178872,1557896400000
146,47.4775,48.117225,47.21,47.52,132125456,1557982800000
147,46.7325,47.725,46.69,47.25,131516360,1558069200000
148,45.88,46.08725,45.070975,45.7725,154449160,1558328400000
149,46.305,47.0,46.175,46.65,113459392,1558414800000
150,46.165,46.4275,45.6375,45.695,118994224,1558501200000
151,44.95,45.135,44.4525,44.915,146118944,1558587600000
152,45.05,45.535,44.655,44.7425,94858744,1558674000000
153,44.73,45.1475,44.4775,44.5575,111792640,1559019600000
154,44.105,44.8375,44.0,44.345,113924660,1559106000000
155,44.4875,44.8075,44.1675,44.575,84873648,1559192400000
156,44.0575,44.4975,43.7475,43.7675,108174336,1559278800000
157,43.9,44.48,42.5675,43.325,161584276,1559538000000
158,43.86,44.9575,43.63,44.91,123871844,1559624400000
159,46.07,46.2475,45.285,45.635,119093708,1559710800000
160,45.77,46.3675,45.537225,46.305,90105244,1559797200000
161,46.6275,47.98,46.4425,47.5375,122737572,1559883600000
162,47.9525,48.8425,47.905,48.145,104883404,1560142800000
163,48.715,49.0,48.4,48.7025,107731528,1560229200000
164,48.4875,48.9925,48.34625,48.5475,73012756,1560315600000
165,48.675,49.1975,48.4,48.5375,86698500,1560402000000
166,47.88625,48.396575,47.575,48.185,75045896,1560488400000
167,48.225,48.74,48.0425,48.4725,58676576,1560747600000
168,49.0125,50.0725,48.8025,49.6125,106204016,1560834000000
169,49.92,49.97,49.3275,49.4675,84496940,1560920400000
170,50.0925,50.1525,49.5075,49.865,86055952,1561006800000
171,49.7,50.2125,49.5375,49.695,191202356,1561093200000
172,49.635,50.04,49.5425,49.645,72881684,1561352400000
173,49.6075,49.815,48.8225,48.8925,84281336,1561438800000
174,49.4425,50.2475,49.3375,49.95,104270048,1561525200000
175,50.0725,50.3925,49.8925,49.935,83598868,1561611600000
176,49.67,49.87375,49.2625,49.48,124442568,1561698000000
177,50.7925,51.1225,50.1625,50.3875,109266956,1561957200000
178,50.3525,50.783075,50.34,50.6825,67740868,1562043600000
179,50.82,51.11,50.672525,51.1025,45448180,1562130000000
180,50.8375,51.27,50.725,51.0575,69062072,1562302800000
181,50.2025,50.35,49.6025,50.005,101354512,1562562000000
182,49.8,50.3775,49.7025,50.31,82312060,1562648400000
183,50.4625,50.9325,50.39,50.8075,71588552,1562734800000
184,50.8275,51.0975,50.4275,50.4375,80767368,1562821200000
185,50.6125,51.0,50.55,50.825,70380848,1562907600000
186,51.0225,51.4675,51.0,51.3025,67789680,1563166800000
187,51.1475,51.5275,50.875,51.125,67467264,1563253200000
188,51.0125,51.272875,50.8175,50.8375,56429800,1563339600000
189,51.0,51.47,50.925,51.415,74328644,1563426000000
190,51.4475,51.625,50.59,50.6475,83717228,1563512400000
191,50.9125,51.8075,50.9025,51.805,89111728,1563771600000
192,52.115,52.2275,51.8225,52.21,73420840,1563858000000
193,51.9175,52.2875,51.7925,52.1675,59966268,1563944400000
194,52.2225,52.31,51.6825,51.755,55638248,1564030800000
195,51.87,52.4325,51.785,51.935,70475496,1564117200000
196,52.115,52.66,52.11,52.42,86693556,1564376400000
197,52.19,52.54,51.8275,52.195,135742872,1564462800000
198,54.105,55.3425,52.825,53.26,277125444,1564549200000
199,53.475,54.5075,51.685875,52.1075,216071688,1564635600000
200,51.3825,51.6075,50.4075,51.005,163448488,1564722000000
201,49.4975,49.66225,48.145,48.335,209571876,1564981200000
202,49.0775,49.51675,48.51,49.25,143299148,1565067600000
203,48.8525,49.89,48.455,49.76,133457600,1565154000000
204,50.05,50.8825,49.8475,50.8575,108038092,1565240400000
205,50.325,50.69,49.8225,50.2475,98478984,1565326800000
206,49.905,50.5129,49.7875,50.12,89927556,1565586000000
207,50.255,53.035,50.2075,52.2425,190159144,1565672400000
208,50.79,51.61,50.646725,50.6875,146189772,1565758800000
209,50.865,51.285,49.9175,50.435,111533452,1565845200000
210,51.07,51.79,50.96,51.625,115254496,1565931600000
211,52.655,53.182675,52.50625,52.5875,97727660,1566190800000
212,52.72,53.3375,52.58,52.59,107678116,1566277200000
213,53.2475,53.4125,52.9008,53.16,86258988,1566363600000
214,53.2975,53.60875,52.6875,53.115,89071276,1566450000000
215,52.3575,53.01275,50.25,50.66,187531372,1566536400000
216,51.465,51.7975,51.264325,51.6225,104264520,1566795600000
217,51.965,52.1375,50.8825,51.04,103589376,1566882000000
218,51.025,51.43,50.83,51.3825,63830528,1566968400000
219,52.125,52.33,51.66375,52.2525,84030608,1567054800000
220,52.54,52.6125,51.8,52.185,84650244,1567141200000
221,51.6075,51.745,51.055,51.425,80238296,1567486800000
222,52.0975,52.37,51.83,52.2975,76867280,1567573200000
223,53.0,53.4925,52.8775,53.32,95787936,1567659600000
224,53.5125,53.605,53.1275,53.315,77449176,1567746000000
225,53.71,54.11,52.7675,53.5425,109237604,1568005200000
226,53.465,54.195,52.9275,54.175,127111724,1568091600000
227,54.5175,55.9275,54.4325,55.8975,177158584,1568178000000
228,56.2,56.605,55.715,55.77125,128906676,1568264400000
229,55.0,55.1975,54.255,54.6875,159053184,1568350800000
230,54.4325,55.0325,54.39,54.975,84632564,1568610000000
231,54.99,55.205,54.78,55.175,73545872,1568696400000
232,55.265,55.7125,54.86,55.6925,102572372,1568782800000
233,55.5025,55.94,55.0925,55.24,88751504,1568869200000
234,55.345,55.64,54.36825,54.4325,231908376,1568955600000
235,54.7375,54.96,54.4125,54.68,77678592,1569214800000
236,55.2575,55.6225,54.2975,54.42,125737468,1569301200000
237,54.6375,55.375,54.28505,55.2575,89924024,1569387600000
238,55.0,55.235,54.7075,54.9725,76353248,1569474000000
239,55.135,55.24,54.32035,54.705,101445140,1569560400000
240,55.225,56.145,55.1975,55.9925,105274332,1569819600000
241,56.2675,57.055,56.05,56.1475,144748652,1569906000000
242,55.765,55.895,54.4825,54.74,143069028,1569992400000
243,54.6075,55.24,53.783,55.205,121410744,1570078800000
244,56.41,56.8725,55.9725,56.7525,139022212,1570165200000
245,56.5675,57.4825,56.46,56.765,123557076,1570424400000
246,56.455,57.015,56.0825,56.1,117130800,1570510800000
247,56.7575,56.9475,56.41,56.7575,76117696,1570597200000
248,56.9825,57.61,56.825,57.5225,115851936,1570683600000
249,58.2375,59.41,58.076875,59.0525,167960840,1570770000000
250,58.725,59.53355,58.667525,58.9675,97653936,1571029200000
251,59.0975,59.4125,58.72,58.83,92161932,1571115600000
252,58.3425,58.81,58.3,58.5925,77146776,1571202000000
253,58.7725,59.0375,58.38,58.82,69091588,1571288400000
254,58.6475,59.395,58.5725,59.1025,97508664,1571374800000
255,59.38,60.2475,59.33,60.1275,89469932,1571634000000
256,60.29,60.55,59.90545,59.99,90736004,1571720400000
257,60.525,60.81,60.305,60.795,79730180,1571806800000
258,61.1275,61.2,60.45125,60.895,71665020,1571893200000
259,60.79,61.6825,60.72,61.645,73477184,1571979600000
260,61.855,62.3125,61.68,62.2625,96572964,1572238800000
261,62.2425,62.4375,60.6425,60.8225,142839468,1572325200000
262,61.19,61.325,60.3025,60.815,124522088,1572411600000
263,61.81,62.2925,59.315,62.19,139162080,1572498000000
264,62.385,63.9825,62.29,63.955,151125336,1572584400000
265,64.3325,64.46125,63.845,64.375,103271808,1572847200000
266,64.2625,64.5475,64.08,64.2825,79897708,1572933600000
267,64.1925,64.3725,63.84125,64.31,75864496,1573020000000
268,64.685,65.0875,64.5275,64.8575,94940332,1573106400000
269,64.6725,65.11,64.2125,65.035,70081980,1573192800000
270,64.575,65.6175,64.57,65.55,82029836,1573452000000
271,65.3875,65.6975,65.23,65.49,87388904,1573538400000
272,65.2825,66.195,65.2675,66.1175,103270372,1573624800000
273,65.9375,66.22,65.525,65.66,89582224,1573711200000
274,65.92,66.445,65.7525,66.44,100374664,1573797600000
275,66.45,66.8575,66.0575,66.775,86803588,1574056800000
276,66.975,67.0,66.34815,66.5725,76278388,1574143200000
277,66.385,66.52075,65.1,65.7975,106439676,1574229600000
278,65.9225,66.00125,65.295,65.5025,121395112,1574316000000
279,65.6475,65.795,65.21,65.445,65325052,1574402400000
280,65.6775,66.61,65.63,66.5925,84118068,1574661600000
281,66.735,66.79,65.625,66.0725,105339528,1574748000000
282,66.395,66.995,66.3275,66.96,65544488,1574834400000
283,66.65,67.0,66.475,66.8125,46617452,1575007200000
284,66.8175,67.0625,65.8625,66.04,94774200,1575266400000
285,64.5775,64.8825,64.0725,64.8625,117509072,1575352800000
286,65.2675,65.8275,65.17,65.435,67241552,1575439200000
287,65.9475,66.4725,65.6825,66.395,74645372,1575525600000
288,66.87,67.75,66.825,67.6775,106189972,1575612000000
289,67.5,67.7,66.2275,66.73,128730580,1575871200000
290,67.15,67.5175,66.465,67.12,90529532,1575957600000
291,67.2025,67.775,67.125,67.6925,78893564,1576044000000
292,66.945,68.139975,66.83025,67.865,137748168,1576130400000
293,67.865,68.825,67.7325,68.7875,133731224,1576216800000
294,69.25,70.1975,69.245,69.965,128324420,1576476000000
295,69.8925,70.4425,69.7,70.1025,114303192,1576562400000
296,69.95,70.475,69.78,69.935,116098748,1576648800000
297,69.875,70.295,69.7375,70.005,98507788,1576735200000
298,70.5575,70.6625,69.64,69.86,276130972,1576821600000
299,70.1325,71.0625,70.093375,71.0,98711532,1577080800000
300,71.1725,71.2225,70.729925,71.0675,48478856,1577167200000
301,71.205,72.495,71.175,72.4775,93336016,1577340000000
302,72.78,73.4925,72.03,72.45,146371744,1577426400000
303,72.365,73.1725,71.305,72.88,144238456,1577685600000
304,72.4825,73.42,72.38,73.4125,100990500,1577772000000
305,74.06,75.15,73.7975,75.0875,135647456,1577944800000
306,74.2875,75.145,74.125,74.3575,146535512,1578031200000
307,73.4475,74.99,73.1875,74.95,118578576,1578290400000
308,74.96,75.225,74.37,74.5975,111510620,1578376800000
309,74.29,76.109975,74.289,75.7975,132363784,1578463200000
310,76.80875,77.6075,76.55,77.4075,170486168,1578549600000
311,77.65,78.1675,77.0625,77.5825,140869088,1578636000000
312,77.91,79.2675,77.7875,79.24,122086888,1578895200000
313,79.175,79.3925,78.0425,78.17,162613828,1578981600000
314,77.9625,78.875,77.3875,77.835,121923528,1579068000000
315,78.3975,78.925,78.0225,78.81,108829016,1579154400000
316,79.0675,79.685,78.75,79.6825,137816468,1579240800000
317,79.2975,79.755,79.0,79.1425,110843256,1579586400000
318,79.645,79.9975,79.3275,79.425,101832460,1579672800000
319,79.48,79.89,78.9125,79.8075,104471972,1579759200000
320,80.0625,80.8325,79.3797,79.5775,146537520,1579845600000
321,77.515,77.9425,76.22,77.2375,161940020,1580104800000
322,78.15,79.6,78.0475,79.4225,162233944,1580191200000
323,81.1125,81.9625,80.345,81.085,216599712,1580277600000
324,80.135875,81.0225,79.6875,80.9675,126743232,1580364000000
325,80.2325,80.67,77.0725,77.3775,199588384,1580450400000
326,76.075,78.3725,75.555,77.165,173985604,1580709600000
327,78.8275,79.91,78.408625,79.7125,136616536,1580796000000
328,80.88,81.19,79.7375,80.3625,118826872,1580882400000
329,80.6425,81.305,80.0662,81.3025,105425540,1580968800000
330,80.5925,80.85,79.5,80.0075,117684048,1581055200000
331,78.545,80.3875,78.4625,80.3875,109348860,1581314400000
332,80.9,80.975,79.6775,79.9025,94323120,1581400800000
333,80.3675,81.805,80.3675,81.8,113730292,1581487200000
334,81.0475,81.555,80.8375,81.2175,94747568,1581573600000
335,81.185,81.495,80.7125,81.2375,80113788,1581660000000
336,78.84,79.9375,78.6525,79.75,152762180,1582005600000
337,80.0,81.1425,80.0,80.905,93983964,1582092000000
338,80.6575,81.1625,79.5525,80.075,100565956,1582178400000
339,79.655,80.1125,77.625,78.2625,129705660,1582264800000
340,74.315,76.045,72.3075,74.545,222195312,1582524000000
341,75.2375,75.6325,71.5325,72.02,230673456,1582610400000
342,71.6325,74.47,71.625,73.1625,198713724,1582696800000
343,70.275,71.5,68.24,68.38,320605524,1582783200000
344,64.315,69.6025,64.0925,68.34,426884920,1582869600000
345,70.57,75.36,69.43,74.7025,341397356,1583128800000
346,75.9175,76.0,71.45,72.33,319475408,1583215200000
347,74.11,75.85,73.2825,75.685,219178272,1583301600000
348,73.88,74.8875,72.8525,73.23,187572876,1583388000000
349,70.5,72.705,70.3075,72.2575,226176984,1583474400000
350,65.9375,69.5225,65.75,66.5425,286744832,1583730000000
351,69.285,71.61,67.3425,71.335,285290080,1583816400000
352,69.3475,70.305,67.965,68.8575,256379880,1583902800000
353,63.985,67.5,62.0,62.0575,418474068,1583989200000
354,66.2225,69.98,63.2375,69.4925,370732128,1584075600000
355,60.4875,64.77,60.0,60.5525,322423460,1584334800000
356,61.8775,64.4025,59.6,63.215,324055860,1584421200000
357,59.9425,62.5,59.28,61.6675,300233624,1584507600000
358,61.84625,63.21,60.6525,61.195,271857020,1584594000000
359,61.795,62.9575,57.0,57.31,401693384,1584680400000
360,57.02,57.124925,53.1525,56.0925,336752832,1584939600000
361,59.09,61.9225,58.575,61.72,287531092,1585026000000
362,62.6875,64.5625,61.075,61.38,303602040,1585112400000
363,61.63,64.67,61.59,64.61,252560676,1585198800000
364,63.1875,63.9675,61.7625,61.935,204216612,1585285200000
365,62.685,63.88,62.35,63.7025,167976440,1585544400000
366,63.9,65.6225,63.0,63.5725,197002004,1585630800000
367,61.625,62.18,59.7825,60.2275,176218552,1585717200000
368,60.085,61.2875,59.225,61.2325,165933972,1585803600000
369,60.7,61.425,59.743525,60.3525,129880068,1585890000000
370,62.725,65.7775,62.345,65.6175,201820284,1586149200000
371,67.7,67.925,64.75,64.8575,202887324,1586235600000
372,65.685,66.8425,65.3075,66.5175,168895284,1586322000000
373,67.175,67.5175,66.175,66.9975,162116492,1586408400000
374,67.0775,68.425,66.4575,68.3125,131022924,1586754000000
375,70.0,72.0625,69.5125,71.7625,194994688,1586840400000
376,70.6,71.5825,70.1575,71.1075,131154564,1586926800000
377,71.845,72.049375,70.58755,71.6725,157125160,1587013200000
378,71.1725,71.73625,69.215,70.7,215249912,1587099600000
379,69.4875,70.42,69.2125,69.2325,130015000,1587358800000
380,69.07,69.3125,66.3575,67.0925,180991572,1587445200000
381,68.4025,69.475,68.05,69.025,117057368,1587531600000
382,68.9675,70.4375,68.7175,68.7575,124814328,1587618000000
383,69.3,70.7525,69.25,70.7425,126508732,1587704400000
384,70.45,71.135,69.9875,70.7925,117087572,1587963600000
385,71.27,71.4575,69.55,69.645,112004748,1588050000000
386,71.1825,72.4175,70.9725,71.9325,137280816,1588136400000
387,72.49,73.6325,72.0875,73.45,183063872,1588222800000
388,71.5625,74.75,71.4625,72.2675,240616700,1588309200000
389,72.2925,73.4225,71.5793,73.29,133567944,1588568400000
390,73.765,75.25,73.615,74.39,147751180,1588654800000
391,75.115,75.81,74.7175,75.1575,142333752,1588741200000
392,75.805,76.2925,75.4925,75.935,115215056,1588827600000
393,76.41,77.5875,76.0725,77.5325,134047940,1588914000000
394,77.025,79.2625,76.81,78.7525,145946244,1589173200000
395,79.4575,79.922,77.7275,77.8525,162301052,1589259600000
396,78.0375,78.9875,75.8025,76.9125,200622556,1589346000000
397,76.1275,77.4475,75.3825,77.385,158929076,1589432400000
398,75.0875,76.975,75.0525,76.9275,166348376,1589518800000
399,78.2925,79.125,77.581025,78.74,135372500,1589778000000
400,78.7575,79.63,78.2525,78.285,101729540,1589864400000
401,79.17,79.88,79.05,79.8075,111504860,1589950800000
402,79.665,80.2225,78.9675,79.2125,102688844,1590037200000
403,78.9425,79.8075,78.8375,79.7225,81803016,1590123600000
404,80.875,81.06,79.125,79.1825,125521816,1590469200000
405,79.035,79.6775,78.2725,79.5275,112945096,1590555600000
406,79.1925,80.86,78.9075,79.5625,133796412,1590642000000
407,79.8125,80.2875,79.1175,79.485,153598128,1590728400000
408,79.4375,80.5875,79.3025,80.4625,81018612,1590987600000
409,80.18625,80.86,79.7325,80.835,87642816,1591074000000
410,81.165,81.55,80.575,81.28,104491216,1591160400000
411,81.0975,81.405,80.195,80.58,87560364,1591246800000
412,80.8375,82.9375,80.8075,82.875,137250200,1591333200000
413,82.5625,83.4,81.83,83.365,95654536,1591592400000
414,83.035,86.4025,83.0025,85.9975,147712364,1591678800000
415,86.975,88.6925,86.5225,88.21,166651752,1591765200000
416,87.3275,87.765,83.87,83.975,201662452,1591851600000
417,86.18,86.95,83.555825,84.7,200146052,1591938000000
418,83.3125,86.42,83.145,85.7475,138808920,1592197200000
419,87.865,88.3,86.18,88.02,165428728,1592283600000
420,88.7875,88.85,87.7725,87.8975,114406504,1592370000000
421,87.8525,88.3625,87.305,87.9325,96820384,1592456400000
422,88.65875,89.14,86.2875,87.43,264475808,1592542800000
423,87.835,89.865,87.7875,89.7175,135445264,1592802000000
424,91.0,93.095,90.567525,91.6325,212155476,1592888400000
425,91.25,92.1975,89.63,90.015,192623396,1592974800000
426,90.175,91.25,89.3925,91.21,137522512,1593061200000
427,91.1025,91.33,88.255,88.4075,205256844,1593147600000
428,88.3125,90.5434,87.82,90.445,130646076,1593406800000
429,90.02,91.495,90.0,91.2,140223284,1593493200000
430,91.28,91.84,90.9775,91.0275,110737236,1593579600000
431,91.9625,92.6175,90.91,91.0275,114041468,1593666000000
432,92.5,93.945,92.4675,93.4625,118655652,1594011600000
433,93.8525,94.655,93.0575,93.1725,112424456,1594098000000
434,94.18,95.375,94.09,95.3425,117091880,1594184400000
435,96.2625,96.3175,94.6725,95.6825,125642608,1594270800000
436,95.335,95.98,94.705175,95.92,90257320,1594357200000
437,97.265,99.955,95.2575,95.4775,191649140,1594616400000
438,94.84,97.255,93.8775,97.0575,170989364,1594702800000
439,98.99,99.2475,96.49,97.725,153197932,1594789200000
440,96.5625,97.405,95.905,96.5225,110577672,1594875600000
441,96.9875,97.1475,95.84,96.3275,92186900,1594962000000
442,96.41625,98.5,96.0625,98.3575,90317908,1595221200000
443,99.1725,99.25,96.7425,97.0,103645836,1595307600000
444,96.6925,97.975,96.6025,97.2725,89001652,1595394000000
445,96.998375,97.0775,92.00975,92.845,197004432,1595480400000
446,90.9875,92.97,89.145,92.615,185438864,1595566800000
447,93.71,94.905,93.48,94.81,121214192,1595826000000
448,94.3675,94.54965,93.2475,93.2525,103625500,1595912400000
449,93.75,95.23,93.7125,95.04,90329256,1595998800000
450,94.1875,96.2975,93.7675,96.19,158130020,1596085200000
451,102.88375,106.415,100.825,106.26,374295468,1596171600000
452,108.2,111.636425,107.8925,108.9375,308151388,1596430800000
453,109.1325,110.79,108.3875,109.665,172792368,1596517200000
454,109.3775,110.3925,108.8975,110.0625,121991952,1596603600000
455,110.405,114.4125,109.7975,113.9025,202428900,1596690000000
456,113.205,113.675,110.2925,111.1125,198045612,1596776400000
457,112.6,113.775,110.0,112.7275,212403424,1597035600000
458,111.96875,112.4825,109.106675,109.375,187902376,1597122000000
459,110.4975,113.275,110.2975,113.01,165944820,1597208400000
460,114.43,116.0425,113.9275,115.01,210082064,1597294800000
461,114.82875,115.0,113.045,114.9075,165565208,1597381200000
462,116.0625,116.0875,113.962525,114.6075,119561444,1597640400000
463,114.3525,116.0,114.0075,115.5625,105633540,1597726800000
